Latitude,Longitude,Date,value
54,14.25,04.2013,3.527042134
54,14.25,05.2013,3.449082617
54,14.25,06.2013,3.346572221
54,14.25,07.2013,2.613377812
54,14.25,08.2013,3.488247482
54,14.25,09.2013,0.70962627
54,14.25,10.2013,3.411292118
54,14.25,11.2013,5.428011472
54,14.25,12.2013,3.488297946
54,14.25,01.2014,3.155105627
54,14.25,02.2014,1.840113996
54,14.25,03.2014,2.631631991
54,14.25,04.2014,4.854638717
54,14.25,05.2014,4.302574208
54,14.25,06.2014,4.338614615
54,14.25,07.2014,3.368462136
54,14.25,08.2014,1.121740854
54,14.25,09.2014,2.209355691
54,14.25,10.2014,3.200022873
54,14.25,11.2014,2.955432417
54,14.25,12.2014,0.54701241
54,14.25,01.2015,2.099917698
54,14.25,02.2015,1.633697929
54,14.25,03.2015,1.565907567
54,14.25,04.2015,1.367302887
54,14.25,05.2015,3.906166663
54,14.25,06.2015,1.435460164
54,14.25,07.2015,2.427099163
54,14.25,08.2015,2.9333922
54,14.25,09.2015,2.162151229
54,14.25,10.2015,4.203148816
54,14.25,11.2015,1.113456314
54,14.25,12.2015,2.552685153
54,14.25,01.2016,0.472502935
54,14.25,02.2016,1.767592118
54,14.25,03.2016,0.74745397
54,14.25,04.2016,2.618366022
54,14.25,05.2016,3.68804153
54,14.25,06.2016,4.774223278
54,14.25,07.2016,0.429090442
54,14.25,08.2016,2.543006716
54,14.25,09.2016,1.343112236
54,14.25,10.2016,0.967979709
54,14.25,11.2016,2.648625367
54,14.25,12.2016,2.849112458
54,14.25,01.2017,1.730421915
54,14.25,02.2017,3.761848915
54,14.25,03.2017,1.434008764
54,14.25,04.2017,0.392533881
54,14.25,05.2017,1.065545492
53.25,6,01.2010,1.824559521
53.25,6,02.2010,1.309922218
53.25,6,03.2010,3.241264716
53.25,6,04.2010,2.484605756
53.25,6,05.2010,2.230445473
53.25,6,06.2010,3.78608445
53.25,6,07.2010,4.038462471
53.25,6,08.2010,0.597513225
53.25,6,09.2010,4.519970605
53.25,6,10.2010,3.759179678
53.25,6,11.2010,6.03688093
53.25,6,12.2010,2.483866341
53.25,6,01.2011,2.199973147
53.25,6,02.2011,0.792982679
53.25,6,03.2011,2.278943836
53.25,6,04.2011,0.251649478
53.25,6,05.2011,1.174927336
53.25,6,06.2011,1.496286107
53.25,6,07.2011,2.088079283
53.25,6,08.2011,1.261748121
53.25,6,09.2011,1.024446741
53.25,6,10.2011,2.764608138
53.25,6,11.2011,1.520951661
53.25,6,12.2011,0.865319737
53.25,6,01.2012,2.18915295
53.25,6,02.2012,2.011464644
53.25,6,03.2012,2.994129887
53.25,6,04.2012,3.242938084
53.25,6,05.2012,2.97229358
53.25,6,06.2012,4.156937661
53.25,6,07.2012,1.403476865
53.25,6,08.2012,5.138628334
53.25,6,09.2012,3.046971786
53.25,6,10.2012,1.611668374
53.25,6,11.2012,2.096996017
53.25,6,12.2012,2.299188727
53.25,6,01.2013,2.314034651
53.25,6,02.2013,1.965339095
53.25,6,03.2013,2.730415849
53.25,6,04.2013,3.211202075
53.25,6,05.2013,3.186706691
53.25,6,06.2013,3.192024729
53.25,6,07.2013,2.083222831
53.25,6,08.2013,3.412946262
53.25,6,09.2013,0.92599377
53.25,6,10.2013,2.261141729
53.25,6,11.2013,5.828712445
53.25,6,12.2013,2.293211143
53.25,6,01.2014,3.984021614
53.25,6,02.2014,1.327480115
53.25,6,03.2014,1.826721448
53.25,6,04.2014,5.148652808
53.25,6,05.2014,3.149555636
53.25,6,06.2014,4.306783248
53.25,6,07.2014,5.232403457
53.25,6,08.2014,1.856850755
53.25,6,09.2014,3.129631841
53.25,6,10.2014,3.052826647
53.25,6,11.2014,2.624711676
53.25,6,12.2014,1.134689428
53.25,6,01.2015,2.237981824
53.25,6,02.2015,1.85379504
53.25,6,03.2015,0.920328414
53.25,6,04.2015,1.390892291
53.25,6,05.2015,3.35997104
53.25,6,06.2015,1.906820311
53.25,6,07.2015,1.637735799
53.25,6,08.2015,3.53581926
53.25,6,09.2015,2.047298042
53.25,6,10.2015,3.757211992
53.25,6,11.2015,1.934513186
53.25,6,12.2015,2.592947163
53.25,6,01.2016,1.701907634
53.25,6,02.2016,1.82791964
53.25,6,03.2016,0.713788335
53.25,6,04.2016,1.214722748
53.25,6,05.2016,4.294722281
53.25,6,06.2016,2.980751021
53.25,6,07.2016,1.907319208
53.25,6,08.2016,1.368084625
53.25,6,09.2016,1.528012733
53.25,6,10.2016,0.816448664
53.25,6,11.2016,2.892850439
53.25,6,12.2016,2.029199943
53.25,6,01.2017,1.517423914
53.25,6,02.2017,2.870504799
53.25,6,03.2017,1.680215974
53.25,6,04.2017,0.707212511
53.25,6,05.2017,1.393493039
53.25,6.75,01.2010,1.778086275
53.25,6.75,02.2010,1.272318609
53.25,6.75,03.2010,3.159648956
53.25,6.75,04.2010,2.508818651
53.25,6.75,05.2010,2.302004252
53.25,6.75,06.2010,3.604508163
53.25,6.75,07.2010,3.951951729
53.25,6.75,08.2010,0.377657236
53.25,6.75,09.2010,4.280980448
53.25,6.75,10.2010,3.500964755
53.25,6.75,11.2010,5.666793762
53.25,6.75,12.2010,2.387440829
53.25,6.75,01.2011,1.999136434
53.25,6.75,02.2011,0.690720373
53.25,6.75,03.2011,2.144249748
53.25,6.75,04.2011,0.372021842
53.25,6.75,05.2011,1.148680287
53.25,6.75,06.2011,1.644266666
53.25,6.75,07.2011,1.8939114
53.25,6.75,08.2011,1.378139837
53.25,6.75,09.2011,0.793971276
53.25,6.75,10.2011,2.579326386
53.25,6.75,11.2011,1.654449933
53.25,6.75,12.2011,0.635141044
53.25,6.75,01.2012,2.073135477
53.25,6.75,02.2012,1.900079882
53.25,6.75,03.2012,2.960741301
53.25,6.75,04.2012,3.182459408
53.25,6.75,05.2012,2.767875096
53.25,6.75,06.2012,3.915719974
53.25,6.75,07.2012,1.696301987
53.25,6.75,08.2012,4.833821519
53.25,6.75,09.2012,3.000554311
53.25,6.75,10.2012,1.600514563
53.25,6.75,11.2012,2.038879531
53.25,6.75,12.2012,2.153999849
53.25,6.75,01.2013,2.37910479
53.25,6.75,02.2013,1.985169758
53.25,6.75,03.2013,2.595721202
53.25,6.75,04.2013,3.129793965
53.25,6.75,05.2013,2.956595221
53.25,6.75,06.2013,3.210026606
53.25,6.75,07.2013,1.983105592
53.25,6.75,08.2013,3.293176046
53.25,6.75,09.2013,1.017016553
53.25,6.75,10.2013,2.322486911
53.25,6.75,11.2013,5.487105621
53.25,6.75,12.2013,2.545328162
53.25,6.75,01.2014,3.795717153
53.25,6.75,02.2014,1.344495781
53.25,6.75,03.2014,1.885631672
53.25,6.75,04.2014,4.857500206
53.25,6.75,05.2014,3.263700908
53.25,6.75,06.2014,4.013655087
53.25,6.75,07.2014,4.912323199
53.25,6.75,08.2014,1.59165518
53.25,6.75,09.2014,3.044450633
53.25,6.75,10.2014,2.927916071
53.25,6.75,11.2014,2.570087024
53.25,6.75,12.2014,1.103715234
53.25,6.75,01.2015,2.180935912
53.25,6.75,02.2015,1.906685114
53.25,6.75,03.2015,0.857181905
53.25,6.75,04.2015,1.412310564
53.25,6.75,05.2015,3.141185448
53.25,6.75,06.2015,1.938230655
53.25,6.75,07.2015,1.604177927
53.25,6.75,08.2015,3.480999922
53.25,6.75,09.2015,1.999395056
53.25,6.75,10.2015,3.59689389
53.25,6.75,11.2015,1.781955374
53.25,6.75,12.2015,2.599625165
53.25,6.75,01.2016,1.620841937
53.25,6.75,02.2016,1.721436838
53.25,6.75,03.2016,0.50597117
53.25,6.75,04.2016,1.1720277
53.25,6.75,05.2016,4.076083882
53.25,6.75,06.2016,2.915844688
53.25,6.75,07.2016,1.904600829
53.25,6.75,08.2016,1.408955896
53.25,6.75,09.2016,1.468719683
53.25,6.75,10.2016,0.653705078
53.25,6.75,11.2016,2.842013921
53.25,6.75,12.2016,1.842377624
53.25,6.75,01.2017,1.509810691
53.25,6.75,02.2017,2.949182603
53.25,6.75,03.2017,1.455346468
53.25,6.75,04.2017,0.753648492
53.25,6.75,05.2017,1.33856643
53.25,7.5,01.2010,1.720776641
53.25,7.5,02.2010,1.210778333
53.25,7.5,03.2010,3.069716565
53.25,7.5,04.2010,2.551885891
53.25,7.5,05.2010,2.406000776
53.25,7.5,06.2010,3.497017609
53.25,7.5,07.2010,3.799680323
53.25,7.5,08.2010,0.397974551
53.25,7.5,09.2010,4.043964249
53.25,7.5,10.2010,3.176683906
53.25,7.5,11.2010,5.331297073
53.25,7.5,12.2010,2.199893447
53.25,7.5,01.2011,1.842904355
53.25,7.5,02.2011,0.579406401
53.25,7.5,03.2011,2.058134076
53.25,7.5,04.2011,0.539261111
53.25,7.5,05.2011,1.158981819
53.25,7.5,06.2011,1.796975903
53.25,7.5,07.2011,1.697554033
53.25,7.5,08.2011,1.497098823
53.25,7.5,09.2011,0.666306055
53.25,7.5,10.2011,2.469602377
53.25,7.5,11.2011,1.738933971
53.25,7.5,12.2011,0.542426118
53.25,7.5,01.2012,2.051984397
53.25,7.5,02.2012,1.784573678
53.25,7.5,03.2012,2.879264852
53.25,7.5,04.2012,3.118394241
53.25,7.5,05.2012,2.593574817
53.25,7.5,06.2012,3.749697272
53.25,7.5,07.2012,1.87585532
53.25,7.5,08.2012,4.582846264
53.25,7.5,09.2012,2.900311338
53.25,7.5,10.2012,1.60765322
53.25,7.5,11.2012,2.046897888
53.25,7.5,12.2012,2.009713621
53.25,7.5,01.2013,2.4395915
53.25,7.5,02.2013,2.093053776
53.25,7.5,03.2013,2.492412845
53.25,7.5,04.2013,3.08967653
53.25,7.5,05.2013,2.790072922
53.25,7.5,06.2013,3.189111213
53.25,7.5,07.2013,1.884788564
53.25,7.5,08.2013,3.229256893
53.25,7.5,09.2013,1.055181485
53.25,7.5,10.2013,2.312907353
53.25,7.5,11.2013,5.267146623
53.25,7.5,12.2013,2.708400039
53.25,7.5,01.2014,3.655193356
53.25,7.5,02.2014,1.38500489
53.25,7.5,03.2014,1.953849016
53.25,7.5,04.2014,4.680485389
53.25,7.5,05.2014,3.33380199
53.25,7.5,06.2014,3.82459289
53.25,7.5,07.2014,4.589134249
53.25,7.5,08.2014,1.412618289
53.25,7.5,09.2014,2.910502883
53.25,7.5,10.2014,2.848354601
53.25,7.5,11.2014,2.57055443
53.25,7.5,12.2014,1.110041427
53.25,7.5,01.2015,2.144841321
53.25,7.5,02.2015,1.974660404
53.25,7.5,03.2015,0.850839073
53.25,7.5,04.2015,1.36738128
53.25,7.5,05.2015,2.991227442
53.25,7.5,06.2015,1.953819476
53.25,7.5,07.2015,1.563520484
53.25,7.5,08.2015,3.443088745
53.25,7.5,09.2015,1.922399935
53.25,7.5,10.2015,3.455088366
53.25,7.5,11.2015,1.6339455
53.25,7.5,12.2015,2.533815598
53.25,7.5,01.2016,1.45723288
53.25,7.5,02.2016,1.576747053
53.25,7.5,03.2016,0.363671527
53.25,7.5,04.2016,1.16777364
53.25,7.5,05.2016,3.869026784
53.25,7.5,06.2016,2.881167217
53.25,7.5,07.2016,1.841860149
53.25,7.5,08.2016,1.407563578
53.25,7.5,09.2016,1.417268569
53.25,7.5,10.2016,0.520245433
53.25,7.5,11.2016,2.801382968
53.25,7.5,12.2016,1.724166083
53.25,7.5,01.2017,1.497949329
53.25,7.5,02.2017,3.029603737
53.25,7.5,03.2017,1.281386278
53.25,7.5,04.2017,0.73161217
53.25,7.5,05.2017,1.284718273
53.25,8.25,01.2010,1.648995519
53.25,8.25,02.2010,1.09783206
53.25,8.25,03.2010,2.864295419
53.25,8.25,04.2010,2.525833971
53.25,8.25,05.2010,2.487473785
53.25,8.25,06.2010,3.398592256
53.25,8.25,07.2010,3.508595384
53.25,8.25,08.2010,0.544869371
53.25,8.25,09.2010,3.707824758
53.25,8.25,10.2010,2.756342848
53.25,8.25,11.2010,4.869033381
53.25,8.25,12.2010,1.918154965
53.25,8.25,01.2011,1.705020931
53.25,8.25,02.2011,0.490275979
53.25,8.25,03.2011,1.922838807
53.25,8.25,04.2011,0.683302166
53.25,8.25,05.2011,1.173222904
53.25,8.25,06.2011,1.942693622
53.25,8.25,07.2011,1.43447309
53.25,8.25,08.2011,1.579998998
53.25,8.25,09.2011,0.678750016
53.25,8.25,10.2011,2.342074151
53.25,8.25,11.2011,1.741374506
53.25,8.25,12.2011,0.531735214
53.25,8.25,01.2012,2.06577877
53.25,8.25,02.2012,1.603359904
53.25,8.25,03.2012,2.702453871
53.25,8.25,04.2012,2.942446915
53.25,8.25,05.2012,2.396182139
53.25,8.25,06.2012,3.612184733
53.25,8.25,07.2012,1.919452527
53.25,8.25,08.2012,4.321621908
53.25,8.25,09.2012,2.700747449
53.25,8.25,10.2012,1.656220013
53.25,8.25,11.2012,2.058071053
53.25,8.25,12.2012,1.820927864
53.25,8.25,01.2013,2.449070216
53.25,8.25,02.2013,2.271831627
53.25,8.25,03.2013,2.374144003
53.25,8.25,04.2013,3.071904094
53.25,8.25,05.2013,2.655324661
53.25,8.25,06.2013,3.139405045
53.25,8.25,07.2013,1.773931587
53.25,8.25,08.2013,3.130970996
53.25,8.25,09.2013,1.026877649
53.25,8.25,10.2013,2.197359284
53.25,8.25,11.2013,5.012990302
53.25,8.25,12.2013,2.748347506
53.25,8.25,01.2014,3.478703822
53.25,8.25,02.2014,1.371479022
53.25,8.25,03.2014,2.037636752
53.25,8.25,04.2014,4.468739624
53.25,8.25,05.2014,3.317895608
53.25,8.25,06.2014,3.662940299
53.25,8.25,07.2014,4.130017758
53.25,8.25,08.2014,1.227623884
53.25,8.25,09.2014,2.651255764
53.25,8.25,10.2014,2.759160791
53.25,8.25,11.2014,2.58337241
53.25,8.25,12.2014,1.126089807
53.25,8.25,01.2015,2.077214701
53.25,8.25,02.2015,2.010984936
53.25,8.25,03.2015,0.889718347
53.25,8.25,04.2015,1.264554928
53.25,8.25,05.2015,2.826011055
53.25,8.25,06.2015,1.885859342
53.25,8.25,07.2015,1.493508459
53.25,8.25,08.2015,3.34372073
53.25,8.25,09.2015,1.775846387
53.25,8.25,10.2015,3.253012129
53.25,8.25,11.2015,1.412351447
53.25,8.25,12.2015,2.324657482
53.25,8.25,01.2016,1.275265006
53.25,8.25,02.2016,1.354440368
53.25,8.25,03.2016,0.310738724
53.25,8.25,04.2016,1.157389789
53.25,8.25,05.2016,3.55631133
53.25,8.25,06.2016,2.870486362
53.25,8.25,07.2016,1.654178372
53.25,8.25,08.2016,1.375718382
53.25,8.25,09.2016,1.314733597
53.25,8.25,10.2016,0.464426191
53.25,8.25,11.2016,2.708399893
53.25,8.25,12.2016,1.657934773
53.25,8.25,01.2017,1.467362684
53.25,8.25,02.2017,3.10629619
53.25,8.25,03.2017,1.112466078
53.25,8.25,04.2017,0.676140374
53.25,8.25,05.2017,1.172725104
53.25,9,01.2010,1.58997328
53.25,9,02.2010,1.001301517
53.25,9,03.2010,2.625904576
53.25,9,04.2010,2.456419384
53.25,9,05.2010,2.491871706
53.25,9,06.2010,3.310576963
53.25,9,07.2010,3.229743503
53.25,9,08.2010,0.6308265
53.25,9,09.2010,3.392450549
53.25,9,10.2010,2.408062059
53.25,9,11.2010,4.402860775
53.25,9,12.2010,1.664820291
53.25,9,01.2011,1.613889274
53.25,9,02.2011,0.532501228
53.25,9,03.2011,1.780326028
53.25,9,04.2011,0.758045318
53.25,9,05.2011,1.185991949
53.25,9,06.2011,2.010372869
53.25,9,07.2011,1.187149209
53.25,9,08.2011,1.610239956
53.25,9,09.2011,0.803964823
53.25,9,10.2011,2.22941149
53.25,9,11.2011,1.698724658
53.25,9,12.2011,0.515874715
53.25,9,01.2012,2.06251358
53.25,9,02.2012,1.451583204
53.25,9,03.2012,2.512720278
53.25,9,04.2012,2.7213807
53.25,9,05.2012,2.236884754
53.25,9,06.2012,3.49335965
53.25,9,07.2012,1.885131314
53.25,9,08.2012,4.10088275
53.25,9,09.2012,2.504789775
53.25,9,10.2012,1.734586048
53.25,9,11.2012,2.042821765
53.25,9,12.2012,1.666420294
53.25,9,01.2013,2.433007948
53.25,9,02.2013,2.394187624
53.25,9,03.2013,2.271944883
53.25,9,04.2013,3.053489954
53.25,9,05.2013,2.549623813
53.25,9,06.2013,3.091766078
53.25,9,07.2013,1.693885425
53.25,9,08.2013,3.025362726
53.25,9,09.2013,1.009494816
53.25,9,10.2013,2.064095836
53.25,9,11.2013,4.777939932
53.25,9,12.2013,2.724490864
53.25,9,01.2014,3.327193876
53.25,9,02.2014,1.311950028
53.25,9,03.2014,2.091833562
53.25,9,04.2014,4.256195949
53.25,9,05.2014,3.238453488
53.25,9,06.2014,3.504168506
53.25,9,07.2014,3.687030892
53.25,9,08.2014,1.096735238
53.25,9,09.2014,2.386829029
53.25,9,10.2014,2.647766947
53.25,9,11.2014,2.582461515
53.25,9,12.2014,1.153803637
53.25,9,01.2015,2.006618889
53.25,9,02.2015,2.014972055
53.25,9,03.2015,0.948995297
53.25,9,04.2015,1.178818887
53.25,9,05.2015,2.670074915
53.25,9,06.2015,1.768647213
53.25,9,07.2015,1.427463026
53.25,9,08.2015,3.196967458
53.25,9,09.2015,1.63718662
53.25,9,10.2015,3.057295919
53.25,9,11.2015,1.256565944
53.25,9,12.2015,2.101085654
53.25,9,01.2016,1.19491617
53.25,9,02.2016,1.13963381
53.25,9,03.2016,0.365356773
53.25,9,04.2016,1.12165715
53.25,9,05.2016,3.211745195
53.25,9,06.2016,2.857332501
53.25,9,07.2016,1.451691315
53.25,9,08.2016,1.359336636
53.25,9,09.2016,1.205288963
53.25,9,10.2016,0.503611676
53.25,9,11.2016,2.574248624
53.25,9,12.2016,1.642299202
53.25,9,01.2017,1.432549312
53.25,9,02.2017,3.126813562
53.25,9,03.2017,0.965045343
53.25,9,04.2017,0.654252147
53.25,9,05.2017,1.054958848
53.25,9.75,01.2010,1.508731728
53.25,9.75,02.2010,1.00166438
53.25,9.75,03.2010,2.506354268
53.25,9.75,04.2010,2.510802287
53.25,9.75,05.2010,2.534049798
53.25,9.75,06.2010,3.322694666
53.25,9.75,07.2010,3.068288246
53.25,9.75,08.2010,0.630122598
53.25,9.75,09.2010,3.239484954
53.25,9.75,10.2010,2.210643445
53.25,9.75,11.2010,4.107413388
53.25,9.75,12.2010,1.552703334
53.25,9.75,01.2011,1.524596086
53.25,9.75,02.2011,0.613032946
53.25,9.75,03.2011,1.722092475
53.25,9.75,04.2011,0.802215152
53.25,9.75,05.2011,1.218921871
53.25,9.75,06.2011,1.969069989
53.25,9.75,07.2011,1.020756563
53.25,9.75,08.2011,1.70456748
53.25,9.75,09.2011,1.034691013
53.25,9.75,10.2011,2.219417447
53.25,9.75,11.2011,1.704239931
53.25,9.75,12.2011,0.53128454
53.25,9.75,01.2012,2.142586557
53.25,9.75,02.2012,1.433825581
53.25,9.75,03.2012,2.418614973
53.25,9.75,04.2012,2.525423848
53.25,9.75,05.2012,2.188017441
53.25,9.75,06.2012,3.42059006
53.25,9.75,07.2012,1.906425305
53.25,9.75,08.2012,4.046275438
53.25,9.75,09.2012,2.359549843
53.25,9.75,10.2012,1.845762803
53.25,9.75,11.2012,2.042944893
53.25,9.75,12.2012,1.540971166
53.25,9.75,01.2013,2.441440178
53.25,9.75,02.2013,2.469554397
53.25,9.75,03.2013,2.240822187
53.25,9.75,04.2013,3.074702846
53.25,9.75,05.2013,2.533105552
53.25,9.75,06.2013,3.037283388
53.25,9.75,07.2013,1.691157027
53.25,9.75,08.2013,3.033849762
53.25,9.75,09.2013,0.981838384
53.25,9.75,10.2013,2.016178369
53.25,9.75,11.2013,4.666341051
53.25,9.75,12.2013,2.798610957
53.25,9.75,01.2014,3.264368248
53.25,9.75,02.2014,1.30740374
53.25,9.75,03.2014,2.147879312
53.25,9.75,04.2014,4.180390784
53.25,9.75,05.2014,3.197256614
53.25,9.75,06.2014,3.443834604
53.25,9.75,07.2014,3.427650089
53.25,9.75,08.2014,1.170273316
53.25,9.75,09.2014,2.224758773
53.25,9.75,10.2014,2.624556785
53.25,9.75,11.2014,2.657615617
53.25,9.75,12.2014,1.202175025
53.25,9.75,01.2015,1.990289775
53.25,9.75,02.2015,2.018021457
53.25,9.75,03.2015,1.070235897
53.25,9.75,04.2015,1.146628824
53.25,9.75,05.2015,2.644379319
53.25,9.75,06.2015,1.676173462
53.25,9.75,07.2015,1.486814166
53.25,9.75,08.2015,3.060842262
53.25,9.75,09.2015,1.600073487
53.25,9.75,10.2015,3.013595935
53.25,9.75,11.2015,1.265437837
53.25,9.75,12.2015,1.982165252
53.25,9.75,01.2016,1.188015926
53.25,9.75,02.2016,0.977723301
53.25,9.75,03.2016,0.44539683
53.25,9.75,04.2016,1.186670456
53.25,9.75,05.2016,3.042687578
53.25,9.75,06.2016,2.996453973
53.25,9.75,07.2016,1.339330828
53.25,9.75,08.2016,1.500469638
53.25,9.75,09.2016,1.063192197
53.25,9.75,10.2016,0.6167946
53.25,9.75,11.2016,2.392382361
53.25,9.75,12.2016,1.706157968
53.25,9.75,01.2017,1.430816306
53.25,9.75,02.2017,3.165225222
53.25,9.75,03.2017,0.886556725
53.25,9.75,04.2017,0.674876822
53.25,9.75,05.2017,1.027199709
53.25,10.5,01.2010,1.438957354
53.25,10.5,02.2010,0.997859445
53.25,10.5,03.2010,2.430662126
53.25,10.5,04.2010,2.572518263
53.25,10.5,05.2010,2.593479002
53.25,10.5,06.2010,3.365654196
53.25,10.5,07.2010,2.935208682
53.25,10.5,08.2010,0.673787505
53.25,10.5,09.2010,3.125163801
53.25,10.5,10.2010,2.118832302
53.25,10.5,11.2010,3.895370526
53.25,10.5,12.2010,1.562310356
53.25,10.5,01.2011,1.393519891
53.25,10.5,02.2011,0.571095389
53.25,10.5,03.2011,1.6755999
53.25,10.5,04.2011,0.759601592
53.25,10.5,05.2011,1.233900185
53.25,10.5,06.2011,1.882767336
53.25,10.5,07.2011,0.960721666
53.25,10.5,08.2011,1.803474888
53.25,10.5,09.2011,1.213936365
53.25,10.5,10.2011,2.213299425
53.25,10.5,11.2011,1.679607245
53.25,10.5,12.2011,0.596750261
53.25,10.5,01.2012,2.226627981
53.25,10.5,02.2012,1.363984877
53.25,10.5,03.2012,2.317256785
53.25,10.5,04.2012,2.393531576
53.25,10.5,05.2012,2.183112168
53.25,10.5,06.2012,3.368837253
53.25,10.5,07.2012,1.943526272
53.25,10.5,08.2012,4.068515137
53.25,10.5,09.2012,2.208968826
53.25,10.5,10.2012,1.905493211
53.25,10.5,11.2012,2.009006266
53.25,10.5,12.2012,1.425454955
53.25,10.5,01.2013,2.402377493
53.25,10.5,02.2013,2.544535678
53.25,10.5,03.2013,2.195434373
53.25,10.5,04.2013,3.057840854
53.25,10.5,05.2013,2.524061511
53.25,10.5,06.2013,2.970398644
53.25,10.5,07.2013,1.710903253
53.25,10.5,08.2013,3.012470273
53.25,10.5,09.2013,0.914929042
53.25,10.5,10.2013,2.012194005
53.25,10.5,11.2013,4.592167898
53.25,10.5,12.2013,2.839564071
53.25,10.5,01.2014,3.225621797
53.25,10.5,02.2014,1.305092737
53.25,10.5,03.2014,2.265794847
53.25,10.5,04.2014,4.153624138
53.25,10.5,05.2014,3.170217371
53.25,10.5,06.2014,3.418517259
53.25,10.5,07.2014,3.240067787
53.25,10.5,08.2014,1.202902664
53.25,10.5,09.2014,2.097001465
53.25,10.5,10.2014,2.630744119
53.25,10.5,11.2014,2.705766723
53.25,10.5,12.2014,1.175450377
53.25,10.5,01.2015,1.968696261
53.25,10.5,02.2015,1.95949087
53.25,10.5,03.2015,1.13625086
53.25,10.5,04.2015,1.061318859
53.25,10.5,05.2015,2.66761274
53.25,10.5,06.2015,1.536567815
53.25,10.5,07.2015,1.534125605
53.25,10.5,08.2015,2.913845402
53.25,10.5,09.2015,1.548306106
53.25,10.5,10.2015,2.986883879
53.25,10.5,11.2015,1.209461814
53.25,10.5,12.2015,1.937507685
53.25,10.5,01.2016,1.189782421
53.25,10.5,02.2016,0.919475888
53.25,10.5,03.2016,0.540442685
53.25,10.5,04.2016,1.245942167
53.25,10.5,05.2016,2.889855808
53.25,10.5,06.2016,3.149985616
53.25,10.5,07.2016,1.183901765
53.25,10.5,08.2016,1.616395955
53.25,10.5,09.2016,0.891978941
53.25,10.5,10.2016,0.689102159
53.25,10.5,11.2016,2.264201722
53.25,10.5,12.2016,1.816897014
53.25,10.5,01.2017,1.38590901
53.25,10.5,02.2017,3.24037359
53.25,10.5,03.2017,0.892312251
53.25,10.5,04.2017,0.644742252
53.25,10.5,05.2017,1.027171161
53.25,11.25,01.2010,1.399117946
53.25,11.25,02.2010,0.989762722
53.25,11.25,03.2010,2.370656741
53.25,11.25,04.2010,2.593346393
53.25,11.25,05.2010,2.624432189
53.25,11.25,06.2010,3.391724719
53.25,11.25,07.2010,2.813889765
53.25,11.25,08.2010,0.740703018
53.25,11.25,09.2010,3.004778876
53.25,11.25,10.2010,2.05451178
53.25,11.25,11.2010,3.721553202
53.25,11.25,12.2010,1.612607163
53.25,11.25,01.2011,1.234323168
53.25,11.25,02.2011,0.457542353
53.25,11.25,03.2011,1.630423784
53.25,11.25,04.2011,0.67202013
53.25,11.25,05.2011,1.226706415
53.25,11.25,06.2011,1.766283716
53.25,11.25,07.2011,0.95155169
53.25,11.25,08.2011,1.899749326
53.25,11.25,09.2011,1.359304171
53.25,11.25,10.2011,2.190996695
53.25,11.25,11.2011,1.62365374
53.25,11.25,12.2011,0.677324159
53.25,11.25,01.2012,2.260272586
53.25,11.25,02.2012,1.247900514
53.25,11.25,03.2012,2.202812866
53.25,11.25,04.2012,2.304980715
53.25,11.25,05.2012,2.183187894
53.25,11.25,06.2012,3.291802826
53.25,11.25,07.2012,1.969322618
53.25,11.25,08.2012,4.093305022
53.25,11.25,09.2012,2.054804266
53.25,11.25,10.2012,1.911290731
53.25,11.25,11.2012,1.942910094
53.25,11.25,12.2012,1.30780237
53.25,11.25,01.2013,2.317557506
53.25,11.25,02.2013,2.594677449
53.25,11.25,03.2013,2.123790355
53.25,11.25,04.2013,2.99524303
53.25,11.25,05.2013,2.500373062
53.25,11.25,06.2013,2.878445125
53.25,11.25,07.2013,1.722127936
53.25,11.25,08.2013,2.953427352
53.25,11.25,09.2013,0.833922336
53.25,11.25,10.2013,2.042637485
53.25,11.25,11.2013,4.519956937
53.25,11.25,12.2013,2.838769731
53.25,11.25,01.2014,3.17150934
53.25,11.25,02.2014,1.300322798
53.25,11.25,03.2014,2.381959216
53.25,11.25,04.2014,4.109470837
53.25,11.25,05.2014,3.142782181
53.25,11.25,06.2014,3.37537776
53.25,11.25,07.2014,3.091833154
53.25,11.25,08.2014,1.189965542
53.25,11.25,09.2014,1.979274023
53.25,11.25,10.2014,2.619203226
53.25,11.25,11.2014,2.714463074
53.25,11.25,12.2014,1.09703996
53.25,11.25,01.2015,1.920305622
53.25,11.25,02.2015,1.84608331
53.25,11.25,03.2015,1.160699509
53.25,11.25,04.2015,0.940274602
53.25,11.25,05.2015,2.695935718
53.25,11.25,06.2015,1.389288986
53.25,11.25,07.2015,1.551516687
53.25,11.25,08.2015,2.752161893
53.25,11.25,09.2015,1.482090013
53.25,11.25,10.2015,2.962229419
53.25,11.25,11.2015,1.11186659
53.25,11.25,12.2015,1.932844819
53.25,11.25,01.2016,1.158997915
53.25,11.25,02.2016,0.913584287
53.25,11.25,03.2016,0.631092673
53.25,11.25,04.2016,1.31251565
53.25,11.25,05.2016,2.740683374
53.25,11.25,06.2016,3.260414726
53.25,11.25,07.2016,1.0123589
53.25,11.25,08.2016,1.687801622
53.25,11.25,09.2016,0.72140876
53.25,11.25,10.2016,0.712296363
53.25,11.25,11.2016,2.165383107
53.25,11.25,12.2016,1.936586092
53.25,11.25,01.2017,1.316013057
53.25,11.25,02.2017,3.305123234
53.25,11.25,03.2017,0.938831098
